gender,emotion,intensity,actor,path
male,sad,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-04-01-01-02-01.wav
male,sad,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-04-01-02-01-01.wav
male,sad,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-04-01-02-02-01.wav
male,sad,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-04-02-01-01-01.wav
male,sad,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-04-02-01-02-01.wav
male,sad,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-04-02-02-01-01.wav
male,sad,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-04-02-02-02-01.wav
male,angry,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-05-01-01-01-01.wav
male,angry,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-05-01-01-02-01.wav
male,angry,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-05-01-02-01-01.wav
male,angry,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-05-01-02-02-01.wav
male,angry,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-05-02-01-01-01.wav
male,angry,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-05-02-01-02-01.wav
male,angry,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-05-02-02-01-01.wav
male,angry,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-05-02-02-02-01.wav
male,fearful,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-06-01-01-01-01.wav
male,fearful,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-06-01-01-02-01.wav
male,fearful,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-06-01-02-01-01.wav
male,fearful,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-06-01-02-02-01.wav
male,fearful,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-06-02-01-01-01.wav
male,fearful,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-06-02-01-02-01.wav
male,fearful,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-06-02-02-01-01.wav
male,fearful,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-06-02-02-02-01.wav
male,disgusted,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-07-01-01-01-01.wav
male,disgusted,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-07-01-01-02-01.wav
male,disgusted,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-07-01-02-01-01.wav
male,disgusted,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-07-01-02-02-01.wav
male,disgusted,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-07-02-01-01-01.wav
male,disgusted,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-07-02-01-02-01.wav
male,disgusted,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-07-02-02-01-01.wav
male,disgusted,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-07-02-02-02-01.wav
male,surprised,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-08-01-01-01-01.wav
male,surprised,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-08-01-01-02-01.wav
male,surprised,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-08-01-02-01-01.wav
male,surprised,1,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-08-01-02-02-01.wav
male,surprised,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-08-02-01-01-01.wav
male,surprised,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-08-02-01-02-01.wav
male,surprised,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-08-02-02-01-01.wav
male,surprised,2,1,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_01\03-01-08-02-02-02-01.wav
female,neutral,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-01-01-01-01-02.wav
female,neutral,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-01-01-01-02-02.wav
female,neutral,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-01-01-02-01-02.wav
female,neutral,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-01-01-02-02-02.wav
female,calm,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-02-01-01-01-02.wav
female,calm,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-02-01-01-02-02.wav
female,calm,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-02-01-02-01-02.wav
female,calm,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-02-01-02-02-02.wav
female,calm,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-02-02-01-01-02.wav
female,calm,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-02-02-01-02-02.wav
female,calm,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-02-02-02-01-02.wav
female,calm,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-02-02-02-02-02.wav
female,happy,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-03-01-01-01-02.wav
female,happy,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-03-01-01-02-02.wav
female,happy,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-03-01-02-01-02.wav
female,happy,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-03-01-02-02-02.wav
female,happy,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-03-02-01-01-02.wav
female,happy,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-03-02-01-02-02.wav
female,happy,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-03-02-02-01-02.wav
female,happy,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-03-02-02-02-02.wav
female,sad,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-04-01-01-01-02.wav
female,sad,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-04-01-01-02-02.wav
female,sad,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-04-01-02-01-02.wav
female,sad,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-04-01-02-02-02.wav
female,sad,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-04-02-01-01-02.wav
female,sad,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-04-02-01-02-02.wav
female,sad,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-04-02-02-01-02.wav
female,sad,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-04-02-02-02-02.wav
female,angry,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-05-01-01-01-02.wav
female,angry,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-05-01-01-02-02.wav
female,angry,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-05-01-02-01-02.wav
female,angry,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-05-01-02-02-02.wav
female,angry,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-05-02-01-01-02.wav
female,angry,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-05-02-01-02-02.wav
female,angry,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-05-02-02-01-02.wav
female,angry,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-05-02-02-02-02.wav
female,fearful,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-06-01-01-01-02.wav
female,fearful,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-06-01-01-02-02.wav
female,fearful,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-06-01-02-01-02.wav
female,fearful,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-06-01-02-02-02.wav
female,fearful,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-06-02-01-01-02.wav
female,fearful,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-06-02-01-02-02.wav
female,fearful,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-06-02-02-01-02.wav
female,fearful,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-06-02-02-02-02.wav
female,disgusted,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-07-01-01-01-02.wav
female,disgusted,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-07-01-01-02-02.wav
female,disgusted,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-07-01-02-01-02.wav
female,disgusted,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-07-01-02-02-02.wav
female,disgusted,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-07-02-01-01-02.wav
female,disgusted,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-07-02-01-02-02.wav
female,disgusted,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-07-02-02-01-02.wav
female,disgusted,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-07-02-02-02-02.wav
female,surprised,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-08-01-01-01-02.wav
female,surprised,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-08-01-01-02-02.wav
female,surprised,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-08-01-02-01-02.wav
female,surprised,1,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-08-01-02-02-02.wav
female,surprised,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-08-02-01-01-02.wav
female,surprised,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-08-02-01-02-02.wav
female,surprised,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-08-02-02-01-02.wav
female,surprised,2,2,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_02\03-01-08-02-02-02-02.wav
male,neutral,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-01-01-01-01-03.wav
male,neutral,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-01-01-01-02-03.wav
male,neutral,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-01-01-02-01-03.wav
male,neutral,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-01-01-02-02-03.wav
male,calm,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-02-01-01-01-03.wav
male,calm,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-02-01-01-02-03.wav
male,calm,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-02-01-02-01-03.wav
male,calm,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-02-01-02-02-03.wav
male,calm,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-02-02-01-01-03.wav
male,calm,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-02-02-01-02-03.wav
male,calm,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-02-02-02-01-03.wav
male,calm,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-02-02-02-02-03.wav
male,happy,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-03-01-01-01-03.wav
male,happy,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-03-01-01-02-03.wav
male,happy,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-03-01-02-01-03.wav
male,happy,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-03-01-02-02-03.wav
male,happy,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-03-02-01-01-03.wav
male,happy,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-03-02-01-02-03.wav
male,happy,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-03-02-02-01-03.wav
male,happy,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-03-02-02-02-03.wav
male,sad,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-04-01-01-01-03.wav
male,sad,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-04-01-01-02-03.wav
male,sad,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-04-01-02-01-03.wav
male,sad,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-04-01-02-02-03.wav
male,sad,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-04-02-01-01-03.wav
male,sad,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-04-02-01-02-03.wav
male,sad,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-04-02-02-01-03.wav
male,sad,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-04-02-02-02-03.wav
male,angry,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-05-01-01-01-03.wav
male,angry,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-05-01-01-02-03.wav
male,angry,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-05-01-02-01-03.wav
male,angry,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-05-01-02-02-03.wav
male,angry,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-05-02-01-01-03.wav
male,angry,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-05-02-01-02-03.wav
male,angry,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-05-02-02-01-03.wav
male,angry,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-05-02-02-02-03.wav
male,fearful,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-06-01-01-01-03.wav
male,fearful,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-06-01-01-02-03.wav
male,fearful,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-06-01-02-01-03.wav
male,fearful,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-06-01-02-02-03.wav
male,fearful,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-06-02-01-01-03.wav
male,fearful,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-06-02-01-02-03.wav
male,fearful,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-06-02-02-01-03.wav
male,fearful,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-06-02-02-02-03.wav
male,disgusted,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-07-01-01-01-03.wav
male,disgusted,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-07-01-01-02-03.wav
male,disgusted,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-07-01-02-01-03.wav
male,disgusted,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-07-01-02-02-03.wav
male,disgusted,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-07-02-01-01-03.wav
male,disgusted,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-07-02-01-02-03.wav
male,disgusted,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-07-02-02-01-03.wav
male,disgusted,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-07-02-02-02-03.wav
male,surprised,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-08-01-01-01-03.wav
male,surprised,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-08-01-01-02-03.wav
male,surprised,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-08-01-02-01-03.wav
male,surprised,1,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-08-01-02-02-03.wav
male,surprised,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-08-02-01-01-03.wav
male,surprised,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-08-02-01-02-03.wav
male,surprised,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-08-02-02-01-03.wav
male,surprised,2,3,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_03\03-01-08-02-02-02-03.wav
female,neutral,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-01-01-01-01-04.wav
female,neutral,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-01-01-01-02-04.wav
female,neutral,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-01-01-02-01-04.wav
female,neutral,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-01-01-02-02-04.wav
female,calm,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-02-01-01-01-04.wav
female,calm,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-02-01-01-02-04.wav
female,calm,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-02-01-02-01-04.wav
female,calm,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-02-01-02-02-04.wav
female,calm,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-02-02-01-01-04.wav
female,calm,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-02-02-01-02-04.wav
female,calm,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-02-02-02-01-04.wav
female,calm,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-02-02-02-02-04.wav
female,happy,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-03-01-01-01-04.wav
female,happy,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-03-01-01-02-04.wav
female,happy,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-03-01-02-01-04.wav
female,happy,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-03-01-02-02-04.wav
female,happy,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-03-02-01-01-04.wav
female,happy,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-03-02-01-02-04.wav
female,happy,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-03-02-02-01-04.wav
female,happy,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-03-02-02-02-04.wav
female,sad,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-04-01-01-01-04.wav
female,sad,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-04-01-01-02-04.wav
female,sad,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-04-01-02-01-04.wav
female,sad,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-04-01-02-02-04.wav
female,sad,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-04-02-01-01-04.wav
female,sad,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-04-02-01-02-04.wav
female,sad,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-04-02-02-01-04.wav
female,sad,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-04-02-02-02-04.wav
female,angry,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-05-01-01-01-04.wav
female,angry,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-05-01-01-02-04.wav
female,angry,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-05-01-02-01-04.wav
female,angry,1,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-05-01-02-02-04.wav
female,angry,2,4,C:\Users\HP\speech-emotion-recognition\speech_emotion_recognition\data\Actor_04\03-01-05-02-01-01-04.wav
